,Score Compound,Score Negative,Score Neutral,Score Positive,Sentence
6874,0.8256,0.187,0.553,0.261,i  last  diary  at the  expense of his  in personal  life  wanted not  to  have  affairs  but to  with his worries about his promise  is filled  we discovered he more than fulfilled  to shahin which after his death  even  have loved  loved him because his faults were not or  dinary because he felt guilty and he  be in love
6875,0.5106,0.0,0.645,0.355,fortunately  belonging to either camp  my  free
6876,0.2732,0.0,0.935,0.065,so  woke up  to her knocking or  home from  took to  of crimes committed by the islamic  we found  her  at  many mornings we when we returned  night  have you heard
6877,0.0772,0.11,0.749,0.141,lest  as soon  as  i  glimpsed that  sparkle in her eyes and heard the suppressed excitement in her voice i  knew we would soon be  was meticulous  in  regaled with the tale of another murder
6878,0.3818,0.0,0.89,0.11,one man had escaped and been for  her descriptions in the  be buried up to their waists neither too large nor too  given because  if  you escape you  will  be pardoned
6879,-0.5719,0.144,0.856,0.0,she reported with  horror of street hangings where they hanged the culprit from a crane in  order to make an example of him
6880,0.2263,0.035,0.915,0.05,and then there was the story of the man and woman who had been found beheaded in their garage the womans name has somehow stayed in would  my  say  coming upon such  a scene  on  their  woman robbed and murown situation alone when we left for a few days once we were gone for good
6881,0.0,0.0,1.0,0.0,she would exclaim barging  in in the early  things ive been silent about  239    we already  morning have you heard mr
6882,-0.4767,0.508,0.492,0.0,golshiri has been arrested
6883,0.0356,0.044,0.91,0.047,you must  to relate all  to foreign broadcasts the  america and reported their news back to  british are at  it  again  muddying  tell  the crimes committed  the voice of  the waters she  would  are in cahoots with the regime never telling the truth
6884,-0.4767,0.205,0.795,0.0,campaign a few days before  knock  had been arrested  bbc  and  the  us
6885,0.0,0.0,1.0,0.0,where farah  fled to eight  months  pregnant and with a threeyearold daughter after her husband faramarz was executed
6886,0.0,0.0,1.0,0.0,most pleading
6887,0.0,0.0,1.0,0.0,a large blanket  them would  through the open door  thumb  jail  get into the car and close the door
6888,0.5719,0.026,0.899,0.074,have  i  a tiny heart a  the  negar and toys  usually small jewelry for  my drawer a long gold chain with little medallions  in  pomegranate a  winged zoroastrian  slipper keys  deities so  much  in  and several emblems of  demand  after the revolu  she knit the children colorful socks mittens and scarves and  tion
6889,0.34,0.034,0.894,0.073,by opponents of  was impossible  we  activities in the bazaar  ahmad  aghas  stories  her ex  regime and freedom  ways  to  warn  in the  her but she was as  name of donations to  antique carpets
6890,-0.128,0.076,0.861,0.063,like others things in the  cheat her of her belongings  who  stole  first  from  silver  you had  to  as sud  which included  husband and two of her her  he knew where she  basement near the garage
6891,0.5423,0.166,0.634,0.2,all  ahmad  victims of  and when he disappeared  fighters  denly as he had appeared he took off with her  good  trust  for us to openly question the authenticity of his  tried to find diplomatic  precious souvenirs from her mother and  if  mys  murders committed by  grisly  shed always been deaf to criticism of the people she favored
6892,-0.7096,0.16,0.84,0.0,she  will accuse  you of  the worst crimes and  break off all relations and a few weeks later she 11 expect you to act as  284  if  aar nafisi    nothing has happened
6893,-0.9169,0.373,0.627,0.0,this that  my grandmothers it  the  first  on her wedding  fatal disease  time  had heard any suggestion  i  death had been from suicide
6894,0.0,0.0,1.0,0.0,she waved away  was there were rumors    my question
6895,-0.8268,0.435,0.565,0.0,that saih  was very bad  she never recovered  for  after his death
6896,0.0,0.0,1.0,0.0,father  had  but then she was tion  more  fered to  settled the financial aspects  summoned to the court again for a second interroga  of a formality
6897,0.0,0.0,1.0,0.0,i  of her government case  how would she do this without him
6898,0.3089,0.0,0.914,0.086,theould not find fault with her record as she  had voted against the american capitulation law and the family pro  which the new regime repudiated
6899,0.5927,0.0,0.867,0.133,she  tection law both of told  them  in gold  told  my  that if they  but  we know  interrogator  better than to imagine that will ever happen
6900,-0.1779,0.131,0.767,0.102,i  seemed  to share  some of the same obsessions he had  a preoc  cupation with exile a firm belief in the portable world of the imagination  and the subversive power of literature  through  fiction to  many  a belief that  it is  possible  turn anguish into a thing of enduring beauty
6901,-0.6003,0.196,0.676,0.128,at the start of the revolution he had written a hugely popular and claimed play about the death of the  who was  yazdegerd  killed  by  last  a miller right before the invasion  arabs
6902,-0.5106,0.168,0.767,0.065,one  night past midnight bijan  was stopped by the revolutionary  home from  they accused him of  militia as  he was driving  drinking  which he had been although he denied  the revolutionary in a cell  a party
6903,-0.3612,0.135,0.865,0.0,taken to  committee headquarters where he spent the night  with addicts and other young  other such offenses
6904,-0.128,0.131,0.759,0.11,in the  men  arrested for partying and  morning he was taken  to the  committee  head with some of his cellmates
6905,-0.4215,0.069,0.931,0.0,the committee s catch was usually taken to the court in a minibus but the officer in charge discreetly in  formed bijan that he could go by bus or take a cab have to pay for the cab but he could also  call  with the appropriate bribe bijan could be  home  let off
6906,0.3612,0.0,0.943,0.057,in  which case hed    a veiled hint that  in the cab the officer  reminded him that he would be required to take a blood  would he  like to call  someone a family member or  might come and pick him up  later
6907,0.0,0.146,0.707,0.146,we  had  292  aar nafisi    friends  and  who had been forced to clean toilets in jails or were beaten we knew of two separate incidents of young men who had  fined
6908,0.5719,0.05,0.813,0.137,regime created a certain  you could  see  it  mocking expression  not understanding  of cloth  it  in  our  why  that  first  had been invested with  many men and women and  besides this  was  about the piece of cloth in question although  should have been free to express  my feelings
6909,-0.2086,0.166,0.702,0.132,no regime no figure of authority had the right to tell a woman how to relate or not relate to god
6910,0.3182,0.0,0.881,0.119,shahrnoosh parsipur wrote about how when she was in jail she was  instructed  by her warden  to pray
6911,-0.5023,0.117,0.782,0.1,she told him she would pray  things ive been silent about  god had no  without a veil because she believed that but  if  god were  need to  have one  to  and yet she was kept  tions  it  in  and underwent  jail  have believed with john locke that  men  by objecting  to the  all  political affilia  terrible  because she refused to buckle under to authority
6912,-0.7096,0.367,0.573,0.06,parsipur had no  veil herself    authority  i  is  punishments  think she must  but  error
6913,-0.2901,0.117,0.843,0.04,father had remar  had discussed the possibility of our departure with  i  i  my guilt was in regard to my par  did not want to leave them
6914,0.3666,0.094,0.774,0.132,was very personal and  was lucky  and write no matter where  in  one problem with a regime like this  is  the  i  was  way of  you need  to  he told while now  think of yourself
6915,0.0,0.0,1.0,0.0,she reminded me of the time she had taken me  this is  england
6916,0.0,0.0,1.0,0.0,the  question of her leaving the country had  hammad and shahran had her to  come  visit  them  left  england
6917,0.1027,0.0,0.926,0.074,matter what excuse she used  because they never had a  telling us that  come up  almost a decade earlier and they begged  at deaths  could not  would never ask  door she said
6918,-0.7561,0.229,0.713,0.059,it  is  tragic  voted against the family protection law because of  this  very stricture about wives needing their husbands consent should be subjected to this humiliation
6919,0.0,0.0,1.0,0.0,she spoke with such conviction that  believed her
6920,0.7269,0.0,0.628,0.372,finally she agreed to rethink her posi  had taken care of some important  affairs first
6921,0.0,0.0,1.0,0.0,hammads motherinlaw out of consideration for colleague of bijans
6922,-0.0516,0.037,0.963,0.0,lived upstairs in  i  reminded her that mo  mohammads  say  to  that  will  i  do when you leave and is  i  am  at the  my lawyer and  you wont be needing anything
6923,0.0,0.0,1.0,0.0,ever since us  one  of  my  i  could remember shed had pictures of the four of  father with the mayoral key and chain    together on  one wall
