,Key,Line
3701,question,"n the first friday  in question  the time the  1979,  4,  the regime rounded up  be prostitutes, as well as some minori-  to  especially the baha'is."
3702,where,she met her on a  visit to  where ziba khanoom was on the administrative  mother had taken an  staff.
3703,war,"—  chapter  can cite the dates when the war with iraq tember  and ended (august  22, 1980)  casualties  were high, but  20, 1988),  when  feel helpless  i  and  it  i  started (sep-  can  comes  24  tell  you the  to describing  the subtle changes that transformed the fabric of our lives, so that  down  could walk  the familiar streets of my childhood and feel like an  utter stranger."
3704,war,cannot think of that this  was  a  the iran-iraq  war without remembering  war between two governments who were simultane-  ously carrying out a brutal campaign against their tollah  khomeini had  called the  war  a blessing; for  own him  people.
3705,war,"in his  mind,  now  vader while  lasted,  some of tervals  was  at the  same time the  name of national  sent in the  war  whole nation would gather against the foreign  the  state  security."
3706,state,on  to us with a sign  doesn't the koran  their forehead  state that  satan  is  tempter with an insidious smile?
3707,locked,i  re-  finding a refuge in a nearby bookstore seconds before the  owner locked  the doors and  we  to avoid the bullets.
3708,question,"start criticizing the  regime,  could any of us have foreseen  how some would become enamored of jane austen and f. scott fitzgerald, spinoza and hannah arendt, and begin to question the tenets of the regime they had so ardently supported?"
3709,term,"i  believing in  the point of novels,""  end of the term  girls in  book's immorality: she  after class to protest the  ing for four hundred years?"
3710,sentence,was  at  the pause between my  times so long that  i  last  sentence and her response  thought she had forgotten  we were  con-  things i've been silent about  her  versing.
3711,where,i  funny  the  most basic choices  where  to  now that i  work.
3712,term,and the term ended.
3713,establishment,many  clerics did not believe that the religious  establishment should interfere directly with the affairs of state.
3714,state,for centuries the clerics  had exerted power by pressuring the  state  and  posing as supporters of the poor and the needy.
3715,power,"although khomeini seized  power in  religion  the  name of tradition, his  was modern and, according  to  ideological interpretation of  some, antitraditonal,  influ-  enced by modern totalitarian ideologies."
3716,arrested,"his supporters were arrested  and some murdered, and he died while under house ber that  when khomeini was  in trouble  arrest."
3717,serving,"she would count all  at the universities to  from participating  in sports,  activities at  to join her  and her  'they' are  the injustices  committed against women: banning them from serving ciary,  and  faith,  of the clergy."
3718,law,"rtfle  in the judi-  abrogating the family protection  law (she conveniently forgot that she had herself voted against  it),  lowering the age of marriage, and on and on she would go."
3719,torture,"""and then what did your haideh say  to  egging  me  on  the committee  the cultural revolution,"" she ask,  friend  would  on, and before  i  could say anything she would turn  and say triumphantly,  woman,  ""and  this  azar's colleague, gets up  and says, 'you have turned the universities, the bastions  into torture houses.'"
3720,question,"felt that this  was not the time  237  \  to fight for such  unimportant matters when the question of independence and the antiimperialist struggle  morning, shirin  was  was  said that ayatollah  rastin) while the  version,  on  one particularly memorable  khomeini represented the true  my  faith  tell  us  who  is  my  a false  ""who  mother."
3721,question,"khanoom raised the question of ""authentic islam."""
3722,guilty,"sometimes  though we had  in  i  it  appeared that  al-  more opportunities and freedoms than our mothers  had, our problems were basically the same: abusive husbands, aborted love, guilty feelings about the conflict  between work and family, un-  resolved sexual problems and resentments."
3723,where,"and now that the world had become so puzzling,  —  things i've been silent about so hostile,  where  else  could  i  go?"
3724,war,"""if  you  call  in  hand,"" he offered), too convoluted for  war and peace or a  he said kindly, ""then you cannot  call  tale  of two  cities a novel,""  these books novels as well, with-  out a plot, with such vague characters ...""  both novels were banned by the islamic republic for their sexually and  explicit scenes  gion."
3725,flogged ,i  could not help  between the impotent torturers and the  tured murderers of the two novellas and those vigilantes  tor-  who flogged  teenage girls for showing a bit of hair.
3726,state,"true, these free zones were  threatened constantly by a state that could at any time of day or night raid  our houses and confiscate the alcohol, gambling cards, makeup,  forbidden books, and videos."
3727,arrest,"they could  arrest us  on charges of im-  and yet in those days there was a suppressed excitement that or, now that i think of it, perhaps the two belied the anxiety and fear morality."
3728,war,"while the country was torn apart  things i've been silent about  by war and besieged by repressive laws, daily  arrests,  245  \  and executions,  beneath the surface, just underground, there were mutinous acts and  shows of resistance that constantly frustrated and subverted the  power of the with  an act as normal and mundane as having a party women where drinks were served, music was played,  state."
