,Key,Line
5550,question,"we  had  be thankful to  to  the regime targeted, like  own  hitherto untapped powers:  to  women, minori-  and writers, had something to be thankful  realization of their  woolf  the street in a flow-  making us question our past, and therefore  the islamic republic for  learn about  feel  never again could we take these  went beyond  list  and cultural scene."
5551,freedom,"we should be thankful to  freedom  or forough farrokhzad, the joy of walking  for granted."
5552,case,"my father believed that, as in the case  of the constitutional revolution, change would come to iran through an alliance of the progressive religious and secular forces, and that there  would be no  real political  transformation without participation  of both these forces now."
5553,court,"shirin ebadi, the  named  to the circuit court  that barred  judges,  would become  and lawyer, would not only  collaborate with a  young  of inflammatory  cleric,  articles  to  be  new laws a  human-  another woman, mehrangiz kar, who had been  cessful journalist  ries  woman  of tehran, when defrocked by the  women from becoming  rights lawyer."
5554,jailing,"first  a suc-  fight in courts but  mohsen saeedzadeh,  in writing a se-  regarding women's rights which led to  things i've been silent about endless harassment of  kar and her family and  the jailing of the cleric."
5555,law,"who  in the first years  a  to the defrocking  religious intellectual  named akbar  of dissent, and celebrating the imple-  mentation of religious law, now, over a decade  with a jewish  arendt, to whose  or  lic."
5556,prisoners,"vert them,  woman  german  of  work he would turn  a filmmaker  the revolution  and  ganji,  of the revolution fought for the islamization of  universities, the suppression  affinities  2ji  \  later,  to describe the islamic  named mohsen makhmalbaf, who  showed  his films to political prisoners,  and claimed  in  found more  named hannah  descent  repub-  at the start  hoping  of  to con-  an interview that the older filmmakers  who  had been prominent during the shah's time deserved to be executed,  would now  me  tell  of the change in his attitude and  say,  ""perhaps  art  can give us the possibility of living several times."
5557,power,"it  no power, no amount of force, could make this genie go back into the bottle."
5558,taken,"in the opposite lane cars,  tehranis  who had  my  father for a  we saw  streams of  taken refuge by the sea returning home."
5559,war,"had really ended tive times  and a sad  this time,  we had  trip for us,  and sad because  joyous because the war  reminded us of the  spent there before the revolution."
5560,taken,had been  tionally beautiful place looked as if  it  and the revolution had taken their  toll.
5561,wall,was used  it  at  night and parties on  had been cordoned off by a clumsy wall and fence and  as headquarters^ibr the revolutionary guard.
5562,power,"admonishing  dict brother,  mm on her  before he died he would provide her with the kind of life she deserved,  which meant using his power of attorney to a desperate frenzy to get  sell  everything  we had."
5563,power,"him  that for  i  couldn't bring myself to  someone who had boasted he would never bend  shah or any other power,  it  was demeaning  these people for a piece of land."
5564,power,"to  work almost  to live comfortably but that  i  would take care of her,"" he  she had given up on the idea of fashion de-  he  sign  and he helped her open a business  took  me to the notary to renew his power of attorney, so that he could  as  an interior decorator."
5565,death,"dreams and desires for  you view  your problem reality  months before  reality the is  way  that  it  his death, there  really  is  you  will  you mistake your own  and then you become disillusioned."""
5566,taken,men marry younger women either for sexual pleasures or to be taken care fairs.
5567,guilty,"i  last  diary  at the  expense of his  in personal  life  wanted not  to  have  affairs  but to  with his worries about his ""promise""  is filled  we discovered he more than fulfilled,  to shahin, which, after his death,  even  have loved  loved him because his faults were not or-  dinary, because he felt guilty and he  be in love."
5568,camp,"fortunately,  belonging to either camp,  my  free."
5569,crimes,"so  woke up  to her knocking, or  home from  took to  of crimes committed by the islamic  we found  her  at  many mornings we when we returned  night  ""have you heard?"""
5570,murder,"lest  as soon  as  i  glimpsed that  sparkle in her eyes and heard the suppressed excitement in her voice, i  knew we would soon be  was meticulous  in  regaled with the tale of another murder."
5571,escaped,"one man had escaped and been for-  her descriptions: in the  be buried up to their waists, neither too large nor too  given because  if  you escape you  will  be pardoned."
5572,hanged,she reported with  horror of street hangings where they hanged the culprit from a crane in  order to make an example of him.
5573,situation,"and then there was the story of the man and woman who had been found beheaded in their garage (the woman's name has somehow stayed in would  my  say,  coming upon such  a scene  on  their  woman robbed and murown situation, alone when we left for a few days' once we were gone for good."
